src_ip_entropy, src_port_entropy, dst_port_entropy, protocol_entropy, total_packets, label
1.0,-0.0,-0.0,-0.0,0,0
1.0,-0.0,-0.0,-0.0,8,0
1.0,-0.0,-0.0,-0.0,16,0
1.0,-0.0,-0.0,-0.0,24,0
1.0,-0.0,-0.0,-0.0,32,0
1.0,-0.0,-0.0,-0.0,40,0
1.0,-0.0,-0.0,-0.0,48,0
1.0,-0.0,-0.0,-0.0,56,0
1.0,-0.0,-0.0,-0.0,64,0
1.0,-0.0,-0.0,-0.0,72,0
1.0,-0.0,-0.0,-0.0,80,0
1.0,-0.0,-0.0,-0.0,88,0
1.0,-0.0,-0.0,-0.0,96,0
1.0,-0.0,-0.0,-0.0,104,0
1.0,-0.0,-0.0,-0.0,112,0
1.0,-0.0,-0.0,-0.0,120,0
1.0,-0.0,-0.0,-0.0,128,0
1.0,-0.0,-0.0,-0.0,136,0
1.0,-0.0,-0.0,-0.0,144,0
1.0,-0.0,-0.0,-0.0,152,0
1.0,-0.0,-0.0,-0.0,160,0
1.0,-0.0,-0.0,-0.0,168,0
1.0,-0.0,-0.0,-0.0,172,0
1.0,-0.0,-0.0,-0.0,184,0
1.0,-0.0,-0.0,-0.0,188,0
1.0,-0.0,-0.0,-0.0,196,0
1.0,-0.0,-0.0,-0.0,208,0
1.0,-0.0,-0.0,-0.0,212,0
1.0,-0.0,-0.0,-0.0,220,0
1.0,-0.0,-0.0,-0.0,228,0
1.0,-0.0,-0.0,-0.0,236,0
1.0,-0.0,-0.0,-0.0,244,0
1.0,-0.0,-0.0,-0.0,252,0
1.0,-0.0,-0.0,-0.0,260,0
1.0,-0.0,-0.0,-0.0,268,0
1.0,-0.0,-0.0,-0.0,276,0
1.0,-0.0,-0.0,-0.0,284,0
1.0,-0.0,-0.0,-0.0,292,0
1.0,-0.0,-0.0,-0.0,300,0
1.0,-0.0,-0.0,-0.0,308,0
1.0,-0.0,-0.0,-0.0,316,0
1.0,-0.0,-0.0,-0.0,324,0
1.0,-0.0,-0.0,-0.0,332,0
1.0,-0.0,-0.0,-0.0,340,0
1.0,-0.0,-0.0,-0.0,348,0
1.0,-0.0,-0.0,-0.0,356,0
1.0,-0.0,-0.0,-0.0,364,0
1.0,-0.0,-0.0,-0.0,372,0
1.0,-0.0,-0.0,-0.0,380,0
1.0,-0.0,-0.0,-0.0,388,0
1.0,-0.0,-0.0,-0.0,6,0
1.0,-0.0,-0.0,-0.0,14,0
1.0,-0.0,-0.0,-0.0,22,0
1.0,-0.0,-0.0,-0.0,30,0
1.0,-0.0,-0.0,-0.0,38,0
1.0,-0.0,-0.0,-0.0,46,0
1.0,-0.0,-0.0,-0.0,54,0
1.0,-0.0,-0.0,-0.0,62,0
1.0,-0.0,-0.0,-0.0,70,0
1.0,-0.0,-0.0,-0.0,78,0
1.0,-0.0,-0.0,-0.0,86,0
1.0,-0.0,-0.0,-0.0,94,0
1.0,-0.0,-0.0,-0.0,102,0
1.0,-0.0,-0.0,-0.0,106,0
1.0,-0.0,-0.0,-0.0,118,0
1.0,-0.0,-0.0,-0.0,122,0
1.0,-0.0,-0.0,-0.0,130,0
1.0,-0.0,-0.0,-0.0,138,0
1.0,-0.0,-0.0,-0.0,150,0
1.9709505944546686,1.5709505944546684,1.5709505944546684,0.9709505944546686,158,0
1.811278124459133,1.936278124459133,1.936278124459133,0.8112781244591328,162,0
1.5916727785823275,2.3059584928680414,2.305958492868042,0.5916727785823275,174,0
1.4689955935892813,2.5322287189138017,2.5322287189138017,0.4689955935892812,182,0
1.4262286569981448,2.620890686633138,2.620890686633138,0.4262286569981449,186,0
1.337290066617014,2.8319438610954655,2.831943861095465,0.3372900666170139,198,0
1.3159971329784248,2.889729181764578,2.8897291817645785,0.31599713297842463,206,0
1.2667649878030263,3.0384571096941557,3.0384571096941553,0.26676498780302604,210,0
1.2422921890824146,3.1222921890824145,3.1222921890824145,0.24229218908241482,218,0
1.2318130500245903,3.160686681192207,3.1606866811922067,0.2318130500245902,230,0
1.2318130500245903,3.160686681192207,3.1606866811922067,0.2318130500245902,234,0
1.2422921890824146,3.122292189082414,3.1222921890824145,0.24229218908241482,242,0
1.2318130500245903,3.160686681192207,3.1606866811922067,0.2318130500245902,250,0
1.23181305002459,3.160686681192207,3.1606866811922067,0.2318130500245902,258,0
1.23181305002459,3.160686681192207,3.1606866811922067,0.2318130500245902,266,0
1.2422921890824146,3.1222921890824145,3.1222921890824145,0.24229218908241482,274,0
1.2422921890824146,3.1222921890824145,3.1222921890824145,0.24229218908241482,282,0
1.2811937964320428,2.992378540425977,2.992378540425977,0.2811937964320427,290,0
1.266764987803026,3.038457109694156,3.0384571096941557,0.26676498780302604,298,0
1.2538784402981615,3.0816452147916022,3.081645214791602,0.25387844029816153,306,0
1.2422921890824146,3.122292189082414,3.1222921890824145,0.24229218908241482,314,0
1.23181305002459,3.160686681192207,3.1606866811922067,0.2318130500245902,322,0
1.2318130500245903,3.160686681192207,3.1606866811922067,0.2318130500245902,330,0
1.3715289840260234,3.197070099238232,3.1970700992382315,0.222284830685688,338,0
1.5386610620308017,3.2960503305213193,3.2960503305213193,0.19823496409776623,346,0
1.5666756114537805,3.3261574226822948,3.3261574226822948,0.19143325481419343,354,0
1.6142501532108384,3.4309057274658517,3.3068262441279934,0.18213846457886634,362,0
1.6142268378049982,3.409425570946343,3.4094255709463432,0.173781322679433,370,0
1.6372637762990725,3.4351252940904513,3.4351252940904518,0.16866093149667025,378,0
1.6396716228704242,3.4599200771778404,3.4599200771778404,0.1638605128691584,386,0
1.654078064388071,3.4351252940904513,3.4351252940904518,0.16866093149667025,2,0
1.6513293799855377,3.45992007717784,3.4599200771778396,0.1638605128691584,10,0
1.6478045427316141,3.4351252940904513,3.4351252940904518,0.16866093149667025,18,0
1.6466468719268366,3.409425570946343,3.4094255709463424,0.173781322679433,26,0
1.6380522119706202,3.3550245838183907,3.3550245838183907,0.1851247601005459,34,0
1.6293594067588153,3.3261574226822948,3.3261574226822948,0.19143325481419343,42,0
1.615224223105689,3.231646495561027,3.2316464955610265,0.21357981533827733,50,0
1.5722390650323539,3.2316464955610265,3.2316464955610265,0.21357981533827733,58,0
1.5552756506930576,3.160686681192207,3.1606866811922067,0.2318130500245902,66,0
1.2667649878030263,3.0384571096941557,3.0384571096941553,0.26676498780302604,74,0
1.2538784402981618,3.0816452147916027,3.081645214791602,0.25387844029816153,82,0
1.2667649878030263,3.0384571096941557,3.0384571096941553,0.26676498780302604,90,0
1.2667649878030263,3.0384571096941557,3.0384571096941553,0.26676498780302604,94,0
1.266764987803026,3.038457109694156,3.0384571096941557,0.26676498780302604,102,0
1.2538784402981615,3.0816452147916022,3.081645214791602,0.25387844029816153,114,0
1.266764987803026,3.038457109694156,3.0384571096941557,0.26676498780302604,118,0
1.2538784402981615,3.0816452147916022,3.081645214791602,0.25387844029816153,130,0
1.2538784402981618,3.0816452147916027,3.081645214791602,0.25387844029816153,138,0
1.2422921890824146,3.1222921890824145,3.1222921890824145,0.24229218908241482,142,0
1.2422921890824146,3.1222921890824145,3.1222921890824145,0.24229218908241482,154,0
1.23181305002459,3.160686681192207,3.1606866811922067,0.2318130500245902,158,0
1.222284830685688,3.197070099238232,3.1970700992382315,0.222284830685688,170,0
1.2135798153382773,3.231646495561027,3.2316464955610265,0.21357981533827733,174,0
1.2318130500245903,3.160686681192207,3.1606866811922067,0.2318130500245902,182,0
1.2538784402981615,3.0816452147916022,3.081645214791602,0.25387844029816153,190,0
1.2667649878030263,3.0384571096941557,3.0384571096941553,0.26676498780302604,198,0
1.2974722489192896,2.9429808018924684,2.942980801892469,0.2974722489192896,206,0
1.337290066617014,2.831943861095466,2.831943861095465,0.3372900666170139,214,0
1.3912435636292555,2.6989358713215634,2.6989358713215634,0.39124356362925566,222,0
1.4262286569981448,2.620890686633138,2.620890686633138,0.4262286569981449,230,0
1.5916727785823275,2.3059584928680414,2.305958492868042,0.5916727785823275,238,0
1.811278124459133,1.936278124459133,1.936278124459133,0.8112781244591328,246,0
1.0,-0.0,-0.0,-0.0,254,0
1.0,-0.0,-0.0,-0.0,262,0
1.9182958340544893,1.9182958340544896,1.9182958340544896,0.9182958340544896,270,0
1.7219280948873623,2.3219280948873626,2.321928094887362,0.7219280948873623,278,0
1.6500224216483543,2.4508257945180882,2.4508257945180882,0.6500224216483541,286,0
1.5032583347756456,2.725480556997868,2.725480556997868,0.5032583347756457,294,0
1.4689955935892813,2.7954618442383214,2.795461844238322,0.4689955935892812,302,0
1.413816850303634,2.916056342179062,2.9160563421790617,0.41381685030363374,310,0
1.3533593350214213,3.063458298648303,3.063458298648303,0.35335933502142136,318,0
1.322756958897398,3.146286370662103,3.146286370662103,0.3227569588973982,326,0
1.309543429150325,3.1841786597407618,3.184178659740762,0.3095434291503252,334,0
1.2974722489192896,3.2200683022340684,3.220068302234069,0.2974722489192896,342,0
1.3095434291503252,3.1841786597407618,3.184178659740762,0.3095434291503252,350,0
1.309543429150325,3.1841786597407618,3.184178659740762,0.3095434291503252,358,0
1.3095434291503252,3.1841786597407618,3.184178659740762,0.3095434291503252,366,0
1.322756958897398,3.146286370662103,3.1462863706621036,0.3227569588973982,374,0
1.309543429150325,3.1841786597407618,3.184178659740762,0.3095434291503252,382,0
1.322756958897398,3.146286370662103,3.1462863706621036,0.3227569588973982,390,0
1.3533593350214213,3.063458298648303,3.063458298648303,0.35335933502142136,7,0
1.337290066617014,3.1061450333085068,3.1061450333085068,0.3372900666170139,15,0
1.322756958897398,3.146286370662103,3.1462863706621036,0.3227569588973982,23,0
1.3095434291503252,3.1841786597407618,3.184178659740762,0.3095434291503252,31,0
1.309543429150325,3.1841786597407618,3.184178659740762,0.3095434291503252,39,0
1.2974722489192896,3.2200683022340684,3.220068302234069,0.2974722489192896,47,0
1.2974722489192896,3.2200683022340684,3.220068302234069,0.2974722489192896,55,0
1.2974722489192896,3.220068302234069,3.220068302234069,0.2974722489192896,63,0
1.3095434291503252,3.1841786597407618,3.184178659740762,0.3095434291503252,71,0
1.2974722489192896,3.2200683022340684,3.220068302234069,0.2974722489192896,79,0
1.2974722489192896,3.220068302234069,3.220068302234069,0.2974722489192896,83,0
1.3095434291503252,3.1841786597407618,3.184178659740762,0.3095434291503252,91,0
1.322756958897398,3.146286370662103,3.146286370662103,0.3227569588973982,103,0
1.3095434291503252,3.1841786597407618,3.184178659740762,0.3095434291503252,111,0
1.337290066617014,3.1061450333085068,3.1061450333085068,0.3372900666170139,119,0
1.3712323266408757,3.0178650529206683,3.017865052920669,0.37123232664087563,127,0
1.3912435636292557,2.968918563962096,2.968918563962096,0.39124356362925566,135,0
1.4394969869215133,2.858555211870314,2.858555211870314,0.4394969869215134,143,0
1.4689955935892813,2.795461844238322,2.795461844238322,0.4689955935892812,151,0
1.5435644431995963,2.646782221599798,2.646782221599798,0.5435644431995964,159,0
1.5916727785823275,2.556656707462823,2.556656707462823,0.5916727785823275,167,0
1.7219280948873623,2.3219280948873626,2.321928094887362,0.7219280948873623,175,0
1.811278124459133,2.1556390622295662,2.1556390622295662,0.8112781244591328,179,0
1.0,-0.0,-0.0,-0.0,187,0
1.0,-0.0,-0.0,-0.0,195,0
1.0,-0.0,-0.0,-0.0,203,0
1.0,-0.0,-0.0,-0.0,211,0
1.0,-0.0,-0.0,-0.0,219,0
1.0,-0.0,-0.0,-0.0,227,0
1.0,-0.0,-0.0,-0.0,235,0
1.0,-0.0,-0.0,-0.0,243,0
1.9182958340544893,1.9182958340544896,1.9182958340544896,0.9182958340544896,251,0
1.6500224216483543,2.4508257945180882,2.4508257945180882,0.6500224216483541,259,0
1.5916727785823275,2.556656707462823,2.556656707462823,0.5916727785823275,267,0
1.4689955935892813,2.7954618442383214,2.795461844238322,0.4689955935892812,275,0
1.4394969869215133,2.858555211870314,2.858555211870314,0.4394969869215134,283,0
1.4138168503036337,2.916056342179062,2.916056342179062,0.41381685030363374,291,0
1.353359335021421,3.0634582986483037,3.0634582986483037,0.35335933502142136,299,0
1.337290066617014,3.1061450333085068,3.1061450333085068,0.3372900666170139,307,0
1.309543429150325,3.1841786597407618,3.184178659740762,0.3095434291503252,315,0
1.2974722489192896,3.2200683022340684,3.220068302234069,0.2974722489192896,323,0
1.309543429150325,3.1841786597407618,3.184178659740762,0.3095434291503252,331,0
1.337290066617014,3.1061450333085068,3.1061450333085068,0.3372900666170139,339,0
1.322756958897398,3.146286370662103,3.1462863706621036,0.3227569588973982,347,0
1.337290066617014,3.1061450333085068,3.1061450333085068,0.3372900666170139,355,0
1.337290066617014,3.1061450333085068,3.1061450333085068,0.3372900666170139,363,0
1.322756958897398,3.146286370662103,3.1462863706621036,0.3227569588973982,371,0
1.353359335021421,3.0634582986483037,3.0634582986483037,0.35335933502142136,379,0
1.353359335021421,3.0634582986483037,3.0634582986483037,0.35335933502142136,387,0
1.5712481188031648,3.226182599732405,2.928711058419244,0.345117314944953,4,0
1.9328251714763534,3.398624283156537,2.861429095112521,0.31599713297842463,12,0
2.257640353086614,3.6077184822657307,2.7041198232831873,0.2974722489192896,20,0
2.495206429057994,3.811563613572593,2.620524144928304,0.27138958750811115,28,1
2.58639288553446,3.976017682780225,2.4966627081505957,0.2580186686648155,36,1
2.872090842749471,4.11644830505532,2.322940153897466,0.25387844029816153,44,1
3.1435395023102584,4.25085984106991,2.295800655616868,0.2318130500245902,58,1
3.330085672565294,4.378085278891397,2.2038068995229967,0.222284830685688,66,1
3.4488555348308725,4.499903635583755,2.179019706287645,0.208180945557171,74,1
3.555958141504413,4.610946770152454,2.1586169416356604,0.19590927087360493,78,1
3.4649439758404785,4.53703983557171,2.244712714119433,0.19823496409776623,90,1
3.328282865878692,4.468786574203437,2.226777007202572,0.208180945557171,94,1
3.2011723957141456,4.344959221421169,2.25453091054551,0.222284830685688,102,1
3.1119538982210244,4.199454880984344,2.224824177288545,0.2460225782203316,110,1
3.171988102800346,4.030410669586305,2.1931546638975727,0.2761954276479391,118,1
3.0030415493244935,3.846805899294051,2.2389052098044577,0.30337483608641397,126,1
2.708901252629226,3.623705563421668,2.200786166646137,0.362051251733998,128,1
2.513397804403961,3.315738006876834,2.181899057917561,0.4394969869215134,136,1
2.241946032206046,2.882588730501833,2.1735572622751858,0.5665095065529053,144,1
1.811278124459133,2.1556390622295662,2.1556390622295662,0.8112781244591328,152,0
2.0,1.5,1.5,1.0,160,0
1.0,-0.0,-0.0,-0.0,168,0
1.0,-0.0,-0.0,-0.0,176,0
1.0,-0.0,-0.0,-0.0,188,0
1.0,-0.0,-0.0,-0.0,192,0
1.0,-0.0,-0.0,-0.0,200,0
1.0,-0.0,-0.0,-0.0,208,0
1.0,-0.0,-0.0,-0.0,216,0
1.0,-0.0,-0.0,-0.0,224,0
1.0,-0.0,-0.0,-0.0,232,0
1.0,-0.0,-0.0,-0.0,240,0
1.0,-0.0,-0.0,-0.0,248,0
1.0,-0.0,-0.0,-0.0,256,0
1.0,-0.0,-0.0,-0.0,264,0
1.0,-0.0,-0.0,-0.0,272,0
1.0,-0.0,-0.0,-0.0,280,0
1.0,-0.0,-0.0,-0.0,288,0
1.0,-0.0,-0.0,-0.0,296,0
1.0,-0.0,-0.0,-0.0,304,0
1.0,-0.0,-0.0,-0.0,312,0
1.0,-0.0,-0.0,-0.0,320,0
1.0,-0.0,-0.0,-0.0,328,0
1.0,-0.0,-0.0,-0.0,336,0
4.160474332860025,4.083551255936948,0.39124356362925566,0.39124356362925566,344,1
6.207032894634796,6.188851076452978,0.13110652958234503,0.13110652958234503,352,1
7.043028024326289,7.03287574006233,0.08180100127782765,0.08180100127782765,360,1
7.576482245504906,7.569476991564451,0.060209995884307366,0.060209995884307366,368,1
7.935899042941808,7.930442017020936,0.04887542066541201,0.04887542066541201,376,1
8.255381959920706,8.251005592305829,0.04059336498332869,0.04059336498332869,384,1
8.495352830605377,8.491652553084563,0.03521988293898738,0.03521988293898738,392,1
8.700003741550718,8.696793468677525,0.031214976531355024,0.031214976531355024,5,1
8.866890262528685,8.864031077396447,0.02827965933802907,0.02827965933802907,13,1
9.03857399513301,9.03603592406702,0.025540392076598684,0.025540392076598684,21,1
9.128958927610658,9.126575137384197,0.024203816763258616,0.024203816763258616,29,1
9.121207685917113,9.115216074173555,0.024315717396685168,0.024315717396685168,37,1
9.12007749999211,9.110450544516778,0.024403519177110908,0.024403519177110908,45,1
9.24962347617448,9.23783446940666,0.02313121776687007,0.02313121776687007,53,1
9.349396568612756,9.338166222370283,0.022186102817206864,0.022186102817206864,62,1
9.464726373143781,9.451094518843135,0.02108671938659069,0.02108671938659069,70,1
9.561009399652574,9.548036089037948,0.020206213113637798,0.020206213113637798,78,1
9.633563309560127,9.613710576856388,0.0196034283507716,0.0196034283507716,86,1
9.713704073419981,9.697322236987715,0.018934628749621762,0.018934628749621762,94,1
9.776764927958945,9.761239055809142,0.018450187724181354,0.018450187724181354,102,1
9.84359721291193,9.833626857174107,0.017926011760001234,0.017926011760001234,110,1
9.932489186311653,9.925399712354666,0.017178698327253893,0.017178698327253893,120,1
9.90318942249459,9.896642777650072,0.017506615981329063,0.017506615981329063,130,1
10.013909217299407,10.003406591642996,0.01623716920095517,0.01623716920095517,139,1
10.074052821305237,10.063464971717016,0.015532381400671702,0.015532381400671702,147,1
10.150127896931151,10.137482187358867,0.014733456134048133,0.014733456134048133,157,1
10.160749415673864,10.145279562213123,0.01461433061298064,0.01461433061298064,165,1
10.175328635643545,10.156239894145232,0.014373972516600747,0.014373972516600747,173,1
10.206878768903625,10.181814303324385,0.014021056996053157,0.014021056996053157,181,1
10.332543041654642,10.307030392850773,0.012946146952715013,0.012946146952715013,189,1
10.35075009544766,10.32683586024296,0.012741060337325754,0.012741060337325754,201,1
10.443821023152182,10.417017811428444,0.012004692720271146,0.012004692720271146,209,1
10.44488397377758,10.419168189336586,0.011993599049507317,0.011993599049507317,216,1
10.48905608654162,10.464125768822507,0.011673236289712239,0.011673236289712239,224,1
10.462144932439914,10.432114068481178,0.011864860918435737,0.011864860918435737,230,1
10.518380166021556,10.487558352711007,0.011467878407683221,0.011467878407683221,238,1
10.57435792378337,10.54118304146072,0.011086349217889955,0.011086349217889955,246,1
10.610918783658832,10.573048814201734,0.010843616325243935,0.010843616325243935,258,1
10.580054243650443,10.550685945646151,0.011039670793810769,0.011039670793810769,266,1
10.633702800879107,10.599697045360738,0.01068940598494552,0.01068940598494552,275,1
10.609584990760004,10.576123477402332,0.010854812375343149,0.010854812375343149,284,1
10.562653882456239,10.533510049726196,0.011171435411336854,0.011171435411336854,292,1
10.452135453760224,10.425529115032472,0.011957694553380697,0.011957694553380697,299,1
10.361195081512852,10.333591855544379,0.012861989524097518,0.012861989524097518,311,1
10.407448603051465,10.367139457954323,0.012274731942362446,0.012274731942362446,321,1
10.331546528294254,10.297823669626496,0.012849145314166926,0.012849145314166926,329,1
10.300215417704246,10.271740331854453,0.013107977534174484,0.013107977534174484,337,1
10.253400657019354,10.230574079571081,0.013476778883280784,0.013476778883280784,345,1
10.204938067408632,10.184821083101475,0.013875920856489865,0.013875920856489865,352,1
10.236735989525329,10.21582518864895,0.013616757393748529,0.013616757393748529,359,1
10.323513222345035,10.301500591793413,0.012929872014874952,0.012929872014874952,367,1
10.366109379470002,10.35084237921348,0.012585575076250046,0.012585575076250046,379,1
10.501563863526087,10.482275113682327,0.011636736296553995,0.011636736296553995,389,1
10.331438537789703,10.31156478689102,0.012839530035525203,0.012839530035525203,7,1
10.470325502654292,10.448214199320876,0.011794896685406698,0.011794896685406698,15,1
10.481049243959317,10.456223621251379,0.011720523808441446,0.011720523808441446,24,1
10.49535179723268,10.4715215726079,0.01164193573360837,0.01164193573360837,36,1
10.520376000018588,10.502625617381215,0.011510872775383412,0.011510872775383412,47,1
10.489971359537618,10.47111423855495,0.01182707866653979,0.01182707866653979,56,1
10.509676079784343,10.486396180666778,0.011551652054883298,0.011551652054883298,65,1
10.530131845013653,10.508737985926114,0.011631541789542184,0.011631541789542184,75,1
10.488148932060426,10.466655174076331,0.012038104943222164,0.012038104943222164,83,1
10.575446895205745,10.556570383187246,0.011457811598938411,0.011457811598938411,94,1
10.570163290560204,10.55425786583638,0.011133448714362159,0.011133448714362159,106,1
10.581703702048765,10.560634534980421,0.01120969838262692,0.01120969838262692,115,1
10.560972772337013,10.539929387411442,0.011197711340285642,0.011197711340285642,121,1
10.4752155252128,10.459346935052507,0.011985293079251823,0.011985293079251823,128,1
10.43449699796676,10.419069366901777,0.012202424402886042,0.012202424402886042,138,1
10.296612938512801,10.280915315271812,0.01313480840252167,0.01313480840252167,145,1
10.265145820165683,10.246299851497659,0.013638567603090642,0.013638567603090642,153,1
10.281129955326618,10.256241401207719,0.013678746593786605,0.013678746593786605,157,1
